"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Attorney General's Office","Crown Prosecution Service","SPECIAL FRAUD DIVISION","CPS-G-024","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","1.86","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","SPECIAL FRAUD DIVISION","CPS-G-024","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","0.73","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","SPECIAL FRAUD DIVISION","CPS-G-024","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","0.92","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","SPECIAL FRAUD DIVISION","CPS-G-024","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","1.00","Government Legal Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","SPECIAL FRAUD DIVISION","CPS-G-024","Senior Specialist Prosecutor L","69680","79410","Senior Specialist Prosecutor","1.60","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","SPECIAL FRAUD DIVISION","CPS-G-024","Senior Specialist Prosecutor N","66930","77290","Senior Specialist Prosecutor","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","SPECIAL FRAUD DIVISION","CPS-G-024","Senior Specialist Prosecutor N","66930","77290","Senior Specialist Prosecutor","2.00","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","SPECIAL FRAUD DIVISION","CPS-G-024","Senior Specialist Prosecutor N","66930","77290","Unit Head","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","SPECIAL FRAUD DIVISION","CPS-G-024","Specialist Prosecutor (Lon)","61360","71300","Specialist Prosecutor","15.96","Government Legal Profession","London"
"Attorney General's Office","Crown Prosecution Service","SPECIAL FRAUD DIVISION","CPS-G-024","Specialist Prosecutor (Nat)","56890","66990","Specialist Prosecutor","13.07","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","SPECIAL FRAUD DIVISION","CPS-G-024","Specialist Prosecutor (Nat)","56890","66990","Specialist Prosecutor","2.73","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","SPECIAL FRAUD DIVISION","CPS-G-024","Specialist Prosecutor (Nat)","56890","66990","Specialist Prosecutor","6.73","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","SPECIAL FRAUD DIVISION","CPS-G-024","Specialist Prosecutor (Nat)","56890","66990","Specialist Prosecutor","3.00","Government Legal Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Associate Prosecutor (Nat)","30930","34480","Associate Prosecutor","1.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level A2 (Lon)","20120","23520","Administrative Officer","3.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level A2 (Nat)","18736","21950","Administrative Officer","1.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level A2 Apprentice (Lon)","20120","23520","Administrative Officer","3.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level A2 Apprentice (Nat)","16767","18900","Administrative Officer","1.00","Digital, Data and Technology Professions","North West"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Lon)","26970","30110","Business Support Manager","4.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Lon)","26970","30110","Finance Manager","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Lon)","26970","30110","Information Management Advisor","7.17","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Lon)","26970","30110","Senior Business Analyst","2.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Lon)","26970","30110","Senior Service Desk Analyst","0.88","Digital, Data and Technology Professions","South East"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Nat)","25480","28430","Business Support Manager","1.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Nat)","25480","28430","Customer Engagement Manager","0.81","Digital, Data and Technology Professions","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Nat)","25480","28430","Customer Engagement Manager","1.00","Digital, Data and Technology Professions","North East"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Nat)","25480","28430","Information Management Advisor","0.76","Digital, Data and Technology Professions","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Nat)","25480","28430","Information Management Advisor","3.61","Digital, Data and Technology Professions","North West"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Nat)","25480","28430","Personal Assistant","1.00","Digital, Data and Technology Professions","North West"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Nat)","25480","28430","Personal Assistant","1.00","Digital, Data and Technology Professions","South West"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Nat)","25480","28430","Practitioner","5.34","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Nat)","25480","28430","Project Manager","1.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Nat)","25480","28430","Senior Business Analyst","1.76","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Nat)","25480","28430","Senior Business Analyst","1.00","Digital, Data and Technology Professions","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Nat)","25480","28430","Service Desk Analyst","2.00","Digital, Data and Technology Professions","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 (Nat)","25480","28430","Service Desk Analyst","3.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 Apprentice (Lon)","26970","30110","Senior Business Analyst","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 Paralegal Off (Nat)","25480","28430","Information Management Advisor","3.23","Digital, Data and Technology Professions","North West"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B1 Paralegal Off (Nat)","25480","28430","Information Management Advisor","2.81","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Lon)","31560","35020","Project Manager","2.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Lon)","31560","35020","Senior Business Analyst","2.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Lon)","31560","35020","Senior Information Management Advisor","3.81","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Lon)","31560","35020","Senior Manager - Service Delivery","2.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Lon)","31560","35020","Senior Manager - Service Delivery","1.00","Digital, Data and Technology Professions","South East"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Lon)","31560","35020","Senior Project Manager","1.00","Digital, Data and Technology Professions","Unknown"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Lon)","31560","35020","Senior Project Manager","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Lon)","31560","35020","Web Manager","1.00","Digital, Data and Technology Professions","South East"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Finance Manager","1.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Project Manager","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Project Manager","3.00","Digital, Data and Technology Professions","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Project Manager","1.00","Digital, Data and Technology Professions","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Project Manager","6.81","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Project Manager","1.00","Digital, Data and Technology Professions","North East"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Project Manager","1.00","Digital, Data and Technology Professions","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Senior Business Analyst","3.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Senior Information Management Advisor","1.00","Digital, Data and Technology Professions","North West"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Senior Information Management Advisor","1.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Senior Information Management Advisor","1.00","Digital, Data and Technology Professions","North West"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Senior Information Management Advisor","2.00","Digital, Data and Technology Professions","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Senior Information Management Advisor","2.00","Digital, Data and Technology Professions","South West"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Senior Manager - Service Delivery","1.00","Digital, Data and Technology Professions","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Senior Manager - Service Delivery","8.20","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Senior Manager - Service Delivery","2.00","Digital, Data and Technology Professions","North East"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Senior Project Manager","1.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 (Nat)","30130","33310","Senior Project Manager","1.00","Digital, Data and Technology Professions","South West"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B2 Paralegal BM (Nat)","30130","33310","Project Manager","1.00","Digital, Data and Technology Professions","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Lon)","39750","45530","Communications Manager","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Lon)","39750","45530","Deputy Head of Division","4.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Lon)","39750","45530","Deputy Head of Division","1.00","Digital, Data and Technology Professions","South East"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Lon)","39750","45530","Finance Manager","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Lon)","39750","45530","Private Secretary","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Lon)","39750","45530","Senior Business Analyst","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Lon)","39750","45530","Senior Information Management Advisor","1.00","Digital, Data and Technology Professions","East of England"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Lon)","39750","45530","Senior Manager - Service Delivery","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Lon)","39750","45530","Senior Project Manager","2.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Lon)","39750","45530","Senior Project Manager","2.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Nat)","38180","43390","Communications Manager","1.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Nat)","38180","43390","Deputy Head of Division","1.00","Digital, Data and Technology Professions","North West"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Nat)","38180","43390","Deputy Head of Division","2.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Nat)","38180","43390","Deputy Head of Division","2.00","Digital, Data and Technology Professions","North East"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Nat)","38180","43390","Deputy Head of Division","2.00","Digital, Data and Technology Professions","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Nat)","38180","43390","Senior Business Analyst","1.00","Digital, Data and Technology Professions","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Nat)","38180","43390","Senior Business Analyst","1.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Nat)","38180","43390","Senior Business Analyst","1.00","Digital, Data and Technology Professions","South East"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Nat)","38180","43390","Senior Business Analyst","2.00","Digital, Data and Technology Professions","North East"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Nat)","38180","43390","Senior Manager - Service Delivery","1.00","Digital, Data and Technology Professions","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Nat)","38180","43390","Senior Manager - Service Delivery","6.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Nat)","38180","43390","Senior Project Manager","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Nat)","38180","43390","Senior Project Manager","1.80","Digital, Data and Technology Professions","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Nat)","38180","43390","Senior Project Manager","1.00","Digital, Data and Technology Professions","North West"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level B3 (Nat)","38180","43390","Senior Project Manager","7.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level D Admin (Lon)","54760","65050","Area Business Manager","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level D Admin (Lon)","54760","65050","Head of Division","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level D Admin (Lon)","54760","65050","Head of Division","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level D Admin (Lon)","54760","65050","Head of Division","5.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level D Admin (Lon)","54760","65050","Head of Division","1.92","Digital, Data and Technology Professions","South East"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level D Admin (Nat)","50850","59670","Head of Division","2.00","Digital, Data and Technology Professions","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level D Admin (Nat)","50850","59670","Head of Division","1.00","Digital, Data and Technology Professions","North West"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level D Admin (Nat)","50850","59670","Head of Division","5.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level D Admin (Nat)","50850","59670","Head of Division","3.00","Digital, Data and Technology Professions","North East"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level D Admin (Nat)","50850","59670","Head of Division","2.00","Digital, Data and Technology Professions","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level D Admin (Nat)","50850","59670","Head of Division","1.61","Digital, Data and Technology Professions","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level D Admin (Nat)","50850","59670","Head of Division","1.00","Digital, Data and Technology Professions","North West"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level D Admin (Nat)","50850","59670","Head of Division","3.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level D Admin (Nat)","50850","59670","Head of Division","1.00","Digital, Data and Technology Professions","South East"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level D Legal (Nat)","50850","59670","Deputy Head of Division","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level E Admin (Lon)","69680","79410","Head of Division","2.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level E Admin (Lon)","69680","79410","Head of Division Information Management","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level E Admin (Nat)","67000","77290","Unit Head","1.00","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level E Admin (Nat)","67000","77290","Unit Head","2.00","Digital, Data and Technology Professions","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level E Admin (Nat)","67000","77290","Unit Head","3.00","Digital, Data and Technology Professions","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level E Admin (Nat)","67000","77290","Unit Head","1.00","Digital, Data and Technology Professions","North East"
"Attorney General's Office","Crown Prosecution Service","HQ DTS","CPS-S-025","Level E Admin (Nat)","67000","77290","Unit Head","1.00","Digital, Data and Technology Professions","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Crown Advocate ABP (Nat)","60810","64510","Crown Advocate","1.00","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 (Lon)","20120","23520","Administrative Officer","2.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 (Lon)","20120","23520","HR Officer","1.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 (Nat)","18736","21950","Administrative Officer","1.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 (Nat)","18736","21950","Administrative Officer","1.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 (Nat)","18736","21950","Administrative Officer","4.60","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 (Nat)","18736","21950","Head of Division","3.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 Apprentice (Lon)","20120","23520","Administrative Officer","3.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 Apprentice (Lon)","20120","23520","Administrative Officer","1.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 Apprentice (Nat)","16767","18900","Administrative Officer","1.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 Apprentice (Nat)","16767","18900","Administrative Officer","1.81","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Lon)","26970","30110","HR Officer","5.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Lon)","26970","30110","HR Officer","1.00","Human Resources Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Lon)","26970","30110","Senior Personal Assistant","1.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","25480","28430","Business Support Officer","1.00","Human Resources Profession","North East"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","25480","28430","Business Support Officer","1.00","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","25480","28430","Communications Manager","0.59","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","25480","28430","HR Manager","1.00","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","25480","28430","HR Officer","1.00","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","25480","28430","HR Officer","1.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","25480","28430","HR Officer","11.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","25480","28430","HR Officer","3.00","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","25480","28430","Operational Manager","1.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Lon)","31560","35020","Business Support Officer","1.00","Human Resources Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Lon)","31560","35020","HR Advisor","2.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Lon)","31560","35020","HR Manager","4.89","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","30130","33310","Communications Manager","1.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","30130","33310","Communications Manager","1.00","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","30130","33310","HR Advisor","0.84","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","30130","33310","HR Advisory Manager","0.60","Human Resources Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","30130","33310","HR Manager","3.00","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","30130","33310","HR Manager","1.00","Human Resources Profession","North East"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","30130","33310","HR Manager","1.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","30130","33310","HR Manager","10.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","30130","33310","HR Manager","1.00","Human Resources Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","30130","33310","HR Manager","1.00","Human Resources Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","30130","33310","HR Manager","3.00","Human Resources Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","30130","33310","HR Manager","6.57","Human Resources Profession","Yorkshire and the Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Lon)","39750","45530","HR Business Partner","1.57","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Lon)","39750","45530","Senior HR Business Partner","2.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Lon)","39750","45530","Senior HR Manager","1.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Lon)","39750","45530","Workforce Officer","1.00","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38180","43390","HR Business Partner","1.00","Human Resources Profession","North East"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38180","43390","HR Business Partner","1.00","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38180","43390","HR Business Partner","2.65","Human Resources Profession","West Midlands"
