"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Level B3 (Nat)","38180","43390","Area Communications Manager","0.86","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Level B3 (Nat)","38180","43390","Inclusion & Community Engagement Manager","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Level B3 (Nat)","38180","43390","Senior Business Manager","2.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Level D Admin (Nat)","50850","59670","Head of Business Centre","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Level E Admin (Nat)","67000","77290","Area Business Manager","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Paralegal Assistant (Nat)","20251","23470","Paralegal Assistant","11.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","MERSEYSIDE AND CHESHIRE","CPS-G-006","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","79.62","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Associate Prosecutor (Nat)","30930","34480","Associate Prosecutor","5.26","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Associate Prosecutor 2 (Nat)","34290","37780","AP2 Legal Trainee (Nat)","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","B1 Solicitor Apprentice (Nat)","25480","28430","Trainee Solicitor","1.86","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Crown Advocate (Nat)","51940","59930","Crown Advocate","3.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Crown Advocate ABP (Nat)","60810","64510","Crown Advocate","6.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Crown Prosecutor (Nat)","38000","42630","Crown Prosecutor","7.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Legal Manager 1 (National)","58040","66990","District Crown Prosecutor","16.81","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Legal Manager 2 (National)","67320","77300","Senior District Crown Prosecutor","4.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Legal Trainee AP1 (Nat)","30930","34480","Legal Trainee","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level A1 (Nat)","18900","18900","Receptionist","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level A2 (Nat)","18736","21950","Administrative Officer","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level A2 (Nat)","18736","21950","Business Centre Administrator","4.42","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level A2 (Nat)","18736","21950","Business Support Officer","0.92","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level A2 (Nat)","18736","21950","Casework Assistant","38.19","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level A2 (Nat)","18736","21950","Fees Clerk","2.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level A2 Apprentice (Nat)","16767","18900","Administrative Officer","2.81","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level A2 Apprentice (Nat)","16767","18900","Business Centre Support Officer","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level A2 Apprentice (Nat)","16767","18900","Business Support Officer","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B1 (Nat)","25480","28430","Business Centre Support Manager","0.97","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B1 (Nat)","25480","28430","Case Progression Manager","3.24","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B1 (Nat)","25480","28430","Casework Administration Manager","5.52","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B1 (Nat)","25480","28430","Court Manager","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B1 (Nat)","25480","28430","Crown Advocacy Clerk","0.60","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B1 (Nat)","25480","28430","Fees Manager","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B1 (Nat)","25480","28430","HR and Training Manager","1.05","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B1 (Nat)","25480","28430","Senior Personal Assistant","2.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B1 (Nat)","25480","28430","Victim Liaison Officer","4.61","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B1 Legal Trainee (Nat)","25480","28430","Legal Trainee","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B1 Paralegal Off (Nat)","25480","28430","Paralegal Officer","29.04","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B2 (Nat)","30130","33310","Area Finance Manager","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B2 (Nat)","30130","33310","Area Performance Manager","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B2 (Nat)","30130","33310","Change Manager","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B2 (Nat)","30130","33310","Court Centre Manager","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B2 (Nat)","30130","33310","Facilities Manager","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B2 (Nat)","30130","33310","Facilities, Estates and Security Manager","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B2 (Nat)","30130","33310","HR Advisory Manager","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B2 (Nat)","30130","33310","Victim Liaison Manager","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B2 Paralegal BM (Nat)","30130","33310","Paralegal Business Manager","5.78","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B3 (Nat)","38180","43390","Area Communications Manager","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B3 (Nat)","38180","43390","District Business Manager","2.92","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level B3 (Nat)","38180","43390","Inclusion & Community Engagement Manager","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level D Admin (Nat)","50850","59670","Head of Business Centre","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level D Admin (Nat)","50850","59670","Senior Operational Business Manager","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Level E Admin (Nat)","67000","77290","Area Business Manager","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Paralegal Assistant (Nat)","20251","23470","Paralegal Assistant","11.91","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Principal Crown Advocate (Nat)","76230","83570","Principal Crown Advocate","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Senior Crown Advocate (Nat)","66410","71740","Senior Crown Advocate","1.00","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH EAST","CPS-G-015","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","79.68","Government Legal Profession","North East"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","AP Solicitor Apprentice (Nat)","30930","34480","Associate Prosecutor","0.81","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Associate Prosecutor (Nat)","30930","34480","Associate Prosecutor","7.27","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Associate Prosecutor (Nat)","30930","34480","Legal Trainee","2.81","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","B1 Solicitor Apprentice (Nat)","25480","28430","Paralegal Officer","3.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Crown Advocate (Nat)","51940","59930","Crown Advocate","10.03","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Crown Advocate ABP (Nat)","60810","64510","Crown Advocate","5.80","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Crown Prosecutor (Nat)","38000","42630","Crown Prosecutor","12.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Legal Manager 1 (National)","58040","66990","Legal Manager","24.77","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Legal Manager 2 (National)","67320","77300","Legal Manager","6.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level A1 (Nat)","18900","18900","Casework Assistant","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level A2 (Nat)","18736","21950","Business Centre Support Officer","2.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level A2 (Nat)","18736","21950","Business Support Officer","3.81","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level A2 (Nat)","18736","21950","Casework Assistant","67.28","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level A2 (Nat)","18736","21950","Fees Clerk","3.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level A2 (Nat)","18736","21950","Victim Liaison Assistant","4.62","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level A2 Apprentice (Nat)","16767","18900","Casework Assistant","6.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Advocacy Clerk","3.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Business Centre Support Manager","1.65","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Business Support Manager","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Case Progression Manager","3.60","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Casework Administration Manager","10.14","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Court Centre Manager","1.77","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Fees Manager","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Paralegal Officer","2.50","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Senior Personal Assistant","3.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Victim Liaison Manager","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 Legal Trainee (Nat)","25480","28430","Legal Trainee","8.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 Paralegal Off (Nat)","25480","28430","Advocacy Clerk","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 Paralegal Off (Nat)","25480","28430","Business Support Manager","0.64","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 Paralegal Off (Nat)","25480","28430","Case Progression Manager","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 Paralegal Off (Nat)","25480","28430","Casework Administration Manager","2.80","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 Paralegal Off (Nat)","25480","28430","Court Manager","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 Paralegal Off (Nat)","25480","28430","Paralegal Officer","46.79","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 Paralegal Off (Nat)","25480","28430","Victim Liaison Manager","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 (Nat)","30130","33310","Area Finance Manager","0.81","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 (Nat)","30130","33310","Area Performance Manager","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 (Nat)","30130","33310","Business Change Officer","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 (Nat)","30130","33310","Court Manager","0.81","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 (Nat)","30130","33310","Facilities, Estates and Security Manager","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 (Nat)","30130","33310","HR Advisor","2.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 (Nat)","30130","33310","Paralegal Business Manager","1.79","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 (Nat)","30130","33310","Business Manager","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 Paralegal BM (Nat)","30130","33310","Court Manager","2.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 Paralegal BM (Nat)","30130","33310","Paralegal Business Manager","9.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B3 (Nat)","38180","43390","Area Communication Manager","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B3 (Nat)","38180","43390","Area Business Manager","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B3 (Nat)","38180","43390","Operational Business Manager","3.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level D Admin (Nat)","50850","59670","Head of Business Centre","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level D Admin (Nat)","50850","59670","Senior Operational Business Manager","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level E Admin (Nat)","67000","77290","Area Business Manager","0.92","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Paralegal Assistant (Nat)","20251","23470","Paralegal Assistant","20.42","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Principal Crown Advocate (Nat)","76230","83570","Principal Crown Advocate","1.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Senior Crown Advocate (Nat)","66410","71740","Senior Crown Advocate","7.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","135.73","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Specialist Prosecutor (Nat)","56890","66990","Specialist Prosecutor","2.00","Government Legal Profession","NORTH WEST"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","AP Solicitor Apprentice (Lon)","32040","36240","Trainee Solicitor","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Associate Prosecutor (Lon)","32040","36240","Associate Prosecutor","6.86","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","B1 Solicitor Apprentice (Lon)","26970","30110","Paralegal Business Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Crown Advocate (Lon)","56460","64670","Crown Advocate","1.80","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Crown Advocate ABP (Lon)","65440","69430","Crown Advocate","2.80","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Crown Prosecutor (Lon)","40000","44660","Crown Prosecutor","9.80","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Crown Prosecutor (Nat)","38000","42630","Crown Prosecutor","2.60","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Legal Manager 1 (London)","63960","71310","District Crown Prosecutor","14.69","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Legal Manager 1 (London)","63960","71310","Legal Manager","0.49","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Legal Manager 1 (National)","58040","66990","District Crown Prosecutor","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Legal Manager 2 (London)","70890","79430","Legal Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Legal Manager 2 (London)","70890","79430","Senior District Crown Prosecutor","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 (Lon)","20120","23520","Administrative Officer","20.67","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 (Lon)","20120","23520","Business Support Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 (Lon)","20120","23520","Casework Assistant","18.20","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 (Lon)","20120","23520","Fees Clerk","1.81","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 Apprentice (Lon)","20120","23520","Administrative Officer","18.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Business Centre Support Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Business Support Manager","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Case Progression Manager","3.61","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Casework Administration Manager","5.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Court Manager","4.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Crown Court Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Leadership and Development Team Leader","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Learning and Development Team Leader","0.76","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Paralegal Officer","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Senior Personal Assistant","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Victim Liaison Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Nat)","25480","28430","Senior Personal Assistant","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 Apprentice (Lon)","26970","30110","Project Support Officer","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 Legal Trainee (Lon)","26970","30110","Legal Trainee","7.60","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 Paralegal Off (Lon)","26970","30110","Complaints Co-ordinator","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 Paralegal Off (Lon)","26970","30110","Court Manager","2.04","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 Paralegal Off (Lon)","26970","30110","Paralegal Business Manager","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 Paralegal Off (Lon)","26970","30110","Paralegal Officer","37.66","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 Paralegal Off (Nat)","25480","28430","Paralegal Officer","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B2 (Lon)","31560","35020","Area Performance Manager","1.60","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B2 (Lon)","31560","35020","District Business Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B2 (Lon)","31560","35020","Facilities Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B2 (Lon)","31560","35020","Facilities, Estates and Security Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B2 (Lon)","31560","35020","HR Advisory Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B2 Paralegal BM (Lon)","31560","35020","Paralegal Business Manager","4.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B3 (Lon)","39750","45530","Area Communications Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B3 (Lon)","39750","45530","Area Finance Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B3 (Lon)","39750","45530","Inclusion and Community Engagement Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B3 (Lon)","39750","45530","Operational Business Manager","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level D Legal (Lon)","54760","65050","Head of Business Centre","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level D Legal (Lon)","54760","65050","Senior Operational Business Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level E Admin (Lon)","69680","79410","Area Business Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level E Legal (Lon)","69680","79410","Senior District Crown Prosecutor","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Paralegal Assistant (Lon)","20999","24590","Paralegal Assistant","16.67","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Principal Crown Advocate (QC)","99790","120760","Principal Crown Advocate","1.00","Government Legal Profession","South East"
