"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level D Admin (Lon)","55850","66000","Senior Business Analyst","<5","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level D Admin (Nat)","51870","60550","Deputy Head of Division","<5","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level D Admin (Nat)","51870","60550","Head of Division","<5","Digital, Data and Technology Professions","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level D Admin (Nat)","51870","60550","Head of Division","5","Digital, Data and Technology Professions","North East"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level D Admin (Nat)","51870","60550","Head of Division","<5","Digital, Data and Technology Professions","North West"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level D Admin (Nat)","51870","60550","Head of Division","<5","Digital, Data and Technology Professions","South West"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level D Admin (Nat)","51870","60550","Head of Division","<5","Digital, Data and Technology Professions","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level D Admin (Nat)","51870","60550","Head of Division","<5","Digital, Data and Technology Professions","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level D Admin (Nat)","51870","60550","Head of Division","7","Digital, Data and Technology Professions","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level D Admin (Nat)","51870","60550","Head of Unit","<5","Digital, Data and Technology Professions","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level D Admin (Nat)","51870","60550","Head of Unit","<5","Digital, Data and Technology Professions","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level D Admin (Nat)","51870","60550","Senior Business Analyst","<5","Digital, Data and Technology Professions","North East"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level D Admin (Nat)","51870","60550","Senior Business Analyst","<5","Digital, Data and Technology Professions","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level D Legal (Nat)","51870","60550","Deputy Head of Division","<5","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level E Admin (Lon)","71400","80600","Head of Division","<5","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level E Admin (Nat)","68340","78450","Head of Division","<5","Digital, Data and Technology Professions","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level E Admin (Nat)","68340","78450","Head of Unit","<5","Digital, Data and Technology Professions","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level E Admin (Nat)","68340","78450","Head of Unit","<5","Digital, Data and Technology Professions","London"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level E Admin (Nat)","68340","78450","Head of Unit","<5","Digital, Data and Technology Professions","North East"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level E Admin (Nat)","68340","78450","Head of Unit","<5","Digital, Data and Technology Professions","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ DID","CPS-S-025","Level E Admin (Nat)","68340","78450","Head of Unit","<5","Digital, Data and Technology Professions","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A1 (Lon)","21050","21050","Mail Room Assistant","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A2 (Lon)","20980","24480","Administrative Assistant","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A2 (Nat)","19560","22870","Administrative Assistant","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A2 (Nat)","19560","22870","Administrative Assistant","<5","Government Finance Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A2 (Nat)","19560","22870","Administrative Officer","7.51","Government Finance Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A2 (Nat)","19560","22870","Administrative Officer","11.33","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A2 (Nat)","19560","22870","Assistant Financial Analyst","<5","Government Finance Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A2 (Nat)","19560","22870","Finance Support Officer","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A2 Apprentice (Nat)","19560","22870","Administrative Assistant","<5","Government Finance Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A2 Apprentice (Nat)","19560","22870","Administrative Assistant","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level A2 Apprentice (Nat)","19560","22870","Administrative Officer","<5","Government Finance Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Lon)","28200","30560","Administrative Officer","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Lon)","28200","30560","Finance Officer","<5","Government Finance Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Lon)","28200","30560","Finance Support Officer","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Lon)","28200","30560","Mail Room Supervisor","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Lon)","28200","30560","risk and assurance manager","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Lon)","28200","30560","Senior Personal Assistant","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Nat)","26900","28850","Administrative Officer","<5","Government Finance Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Nat)","26900","28850","Administrative Officer","<5","Government Finance Profession","South west"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Nat)","26900","28850","Administrative Officer","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Nat)","26900","28850","Assistant Financial Analyst","7.32","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Nat)","26900","28850","Business Centre Support Officer","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Nat)","26900","28850","Executive Officer","10.42","Government Finance Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B1 (Nat)","26900","28850","Finance Officer","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Lon)","32660","35550","Facilities, Estates and Security Manager","<5","Government Finance Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Lon)","32660","35550","Finance Officer","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Lon)","32660","35550","Financial Analyst","<5","Government Finance Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Lon)","32660","35550","Financial Analyst","<5","Government Finance Profession","Northern Ireland"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Lon)","32660","35550","Financial Analyst","<5","Government Finance Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Lon)","32660","35550","Higher Executive Officer","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Lon)","32660","35550","Private Secretary","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","31180","33810","Business Support Manager","<5","Government Finance Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","31180","33810","Facilities Support Officer","<5","Government Finance Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","31180","33810","Facilities, Estates and Security Manager","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","31180","33810","Finance Manager","<5","Government Finance Profession","South west"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","31180","33810","Finance Manager","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","31180","33810","Finance Officer","<5","Government Finance Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","31180","33810","Financial Analyst","<5","Government Finance Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","31180","33810","Financial Analyst","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","31180","33810","Higher Executive Officer","<5","Government Finance Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","31180","33810","Higher Executive Officer","<5","Government Finance Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","31180","33810","Higher Executive Officer","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B2 (Nat)","31180","33810","Senior Finance Manager","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Lon)","40540","46200","Facilities Manager","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Lon)","40540","46200","Finance Manager","6","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Lon)","40540","46200","risk and assurance manager","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Lon)","40540","46200","Senior Analyst","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Lon)","40540","46200","Senior Business Manager","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38940","44050","Facilities Manager","<5","Government Finance Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38940","44050","Facilities, Estates and Security Manager","<5","Government Finance Profession","North East"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38940","44050","Finance Manager","<5","Government Finance Profession","South west"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38940","44050","Finance Manager","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38940","44050","risk and assurance manager","<5","Government Finance Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38940","44050","Senior Analyst","<5","Government Finance Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38940","44050","Senior Analyst","<5","Government Finance Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38940","44050","Senior Analyst","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38940","44050","Senior Business Manager","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38940","44050","Senior Business Manager","<5","Government Finance Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38940","44050","Senior Business Manager","<5","Government Finance Profession","South west"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38940","44050","Senior Business Manager","<5","Government Finance Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38940","44050","Senior Business Manager","<5","Government Finance Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level B3 (Nat)","38940","44050","Senior Business Manager","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Lon)","55850","66000","Business Manager","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Lon)","55850","66000","Head of Business Partnering","<5","Government Finance Profession","East of England"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Lon)","55850","66000","Senior Finance Manager","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Lon)","55850","66000","Senior Payroll Manager","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Nat)","51870","60550","Estates Officer","<5","Government Finance Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Nat)","51870","60550","Head of Business Centre","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Nat)","51870","60550","Head of Business Partnering","<5","Government Finance Profession","South west"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Nat)","51870","60550","Head of Business Partnering","<5","Government Finance Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Nat)","51870","60550","Head of Business Partnering","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Nat)","51870","60550","Head of Unit","<5","Government Finance Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Nat)","51870","60550","Senior Finance Manager","<5","Government Finance Profession","South west"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level D Admin (Nat)","51870","60550","Senior Manager","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level E Admin (Lon)","71400","80600","head of finance","<5","Government Finance Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level E Admin (Nat)","68340","78450","Facilities, Estates and Security Manager","<5","Government Finance Profession","North East"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level E Admin (Nat)","68340","78450","Head of Business Partnering","<5","Government Finance Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level E Admin (Nat)","68340","78450","Head of Business Partnering","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level E Admin (Nat)","68340","78450","risk and assurance manager","<5","Government Finance Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level E Admin (Nat)","68340","78450","Senior Finance Manager","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ FINANCE","CPS-S-013","Level E Admin (Nat)","68340","78450","Head of Business Partnering","<5","Government Finance Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Crown Advocate ABP (Nat)","62030","65450","Crown Advocate","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Legal Manager 1 (National)","59200","68000","Legal Manager","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 (Lon)","20980","24480","Administrative Officer","5","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 (Lon)","20980","24480","Administrative Officer","<5","Human Resources Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 (Nat)","19560","22870","Administrative Officer","10.81","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 (Nat)","19560","22870","Administrative Officer","<5","Human Resources Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 (Nat)","19560","22870","Administrative Officer","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level A2 Apprentice (Nat)","19560","22870","Administrative Officer","<5","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Lon)","28200","30560","HR Advisor","<5","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Lon)","28200","30560","HR Officer","<5","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Lon)","28200","30560","HR Officer","<5","Human Resources Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Lon)","28200","30560","Senior Personal Assistant","<5","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","26900","28850","HR Manager","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","26900","28850","HR Officer","8","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","26900","28850","HR Officer","<5","Human Resources Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","26900","28850","HR Officer","<5","Human Resources Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","26900","28850","HR Officer","7.92","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","26900","28850","Recruitment Officer","<5","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","26900","28850","Recruitment Officer","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","26900","28850","Senior Personal Assistant","<5","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B1 (Nat)","26900","28850","Senior Personal Assistant","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Lon)","32660","35550","HR Advisor","<5","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Lon)","32660","35550","HR Data Consultant","<5","Human Resources Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Lon)","32660","35550","HR Manager","5.89","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Lon)","32660","35550","HR Manager","<5","Human Resources Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","31180","33810","Finance Manager","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","31180","33810","HR Advisor","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","31180","33810","HR Data Consultant","<5","Human Resources Profession","North East"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","31180","33810","HR Manager","<5","Human Resources Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","31180","33810","HR Manager","<5","Human Resources Profession","North East"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","31180","33810","HR Manager","13.65","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","31180","33810","HR Manager","<5","Human Resources Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","31180","33810","HR Manager","<5","Human Resources Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","31180","33810","HR Manager","5","Human Resources Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","31180","33810","HR Manager","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B2 (Nat)","31180","33810","Recruitment Officer","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Lon)","40540","46200","HR Business Partner","<5","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Lon)","40540","46200","Lead Practitioner Manager Expert","<5","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Lon)","40540","46200","Senior HR Manager","<5","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38940","44050","HR Business Partner","<5","Human Resources Profession","North East"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38940","44050","HR Business Partner","<5","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38940","44050","HR Business Partner","<5","Human Resources Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38940","44050","HR Business Partner","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38940","44050","HR Manager","<5","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38940","44050","Lead Practitioner Manager Expert","<5","Human Resources Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38940","44050","Senior HR Manager","<5","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38940","44050","Senior HR Manager","<5","Human Resources Profession","South West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38940","44050","Senior HR Manager","<5","Human Resources Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level B3 (Nat)","38940","44050","Senior HR Manager","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Lon)","55850","66000","Business Manager","<5","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Lon)","55850","66000","Head of Division","5.4","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Lon)","55850","66000","Head of Division","<5","Human Resources Profession","South East"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Lon)","55850","66000","HR Business Partner","<5","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Lon)","55850","66000","Senior HR Business Partner","6","Human Resources Profession","London"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","51870","60550","Head of Division","<5","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","51870","60550","Head of Division","<5","Human Resources Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","51870","60550","Head of Division","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","51870","60550","Implementation and Delivery Manager","<5","Human Resources Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","51870","60550","Lead Practitioner Manager Expert","<5","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","51870","60550","Recruitment Officer","<5","Human Resources Profession","North West"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","51870","60550","Senior HR Business Partner","<5","Human Resources Profession","East Midlands"
"Attorney General's Office","Crown Prosecution Service","HQ HR DIRECTORATE","CPS-S-028","Level D Admin (Nat)","51870","60550","Senior HR Business Partner","<5","Human Resources Profession","North West"
