"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Paralegal Assistant (Nat)","21120","24430","Paralegal Assistant","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Paralegal Assistant (Nat)","21120","24430","Paralegal Assistant","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Principal Crown Advocate (Lon)","82270","89350","Principal Crown Advocate","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Senior Crown Advocate (Lon)","70690","75780","Senior Crown Advocate","<5","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Senior Crown Prosecutor (Lon)","54100","63500","Senior Crown Prosecutor","80.7810797296","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","WESSEX","CPS-G-013","Senior Crown Prosecutor (Nat)","49050","56450","Senior Crown Prosecutor","<5","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Associate Prosecutor (Nat)","31550","35000","Associate Prosecutor","7.78","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","B1 Solicitor Apprentice (Nat)","26900","28850","Trainee Solicitor","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Crown Advocate (Nat)","52980","60800","Crown Advocate","5.8","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Crown Advocate ABP (Nat)","62030","65450","Crown Advocate","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Crown Prosecutor (Nat)","38760","43250","Crown Prosecutor","5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Legal Manager 1 (National)","59200","68000","District Crown Prosecutor","17","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Legal Manager 1 (National)","59200","68000","Senior Crown Prosecutor","6","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Legal Manager 2 (National)","68670","78450","Senior District Crown Prosecutor","10","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level A2 (Nat)","19560","22870","Administrative Officer","12","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level A2 (Nat)","19560","22870","Administrative Officer","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level A2 (Nat)","19560","22870","Business Centre Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level A2 (Nat)","19560","22870","Casework Assistant","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level A2 (Nat)","19560","22870","Crown Advocacy Clerk","5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level A2 (Nat)","19560","22870","Fees Clerk","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level A2 Apprentice (Nat)","19560","22870","Administrative Officer","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level A2 Apprentice (Nat)","19560","22870","Casework Assistant","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 (Nat)","26900","28850","Business Centre Support Manager","73.84","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 (Nat)","26900","28850","Case Progression Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 (Nat)","26900","28850","Casework Administration Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 (Nat)","26900","28850","Casework Assistant","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 (Nat)","26900","28850","Charging Workflow Manager","5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 (Nat)","26900","28850","Courts Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 (Nat)","26900","28850","Crown Court Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 (Nat)","26900","28850","Fees Manager","10.73","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 (Nat)","26900","28850","Business Manager","1","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 (Nat)","26900","28850","Paralegal Officer","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 (Nat)","26900","28850","Senior Personal Assistant","8.92","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 (Nat)","26900","28850","Victim Liaison Officer","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 Legal Trainee (Nat)","26900","28850","Legal Trainee","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 Legal Trainee (Nat)","26900","28850","Legal Trainee","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 Paralegal Off (Nat)","26900","28850","Legal Trainee","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B1 Paralegal Off (Nat)","26900","28850","Paralegal Officer","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B2 (Nat)","31180","33810","Area Performance Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B2 (Nat)","31180","33810","Change Manager","5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B2 (Nat)","31180","33810","Court Centre Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B2 (Nat)","31180","33810","Facilities, Estates and Security Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B2 (Nat)","31180","33810","HR Advisory Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B2 (Nat)","31180","33810","Paralegal Business Manager","52.68","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B2 (Nat)","31180","33810","Business Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B2 Paralegal BM (Nat)","31180","33810","Area Finance Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B2 Paralegal BM (Nat)","31180","33810","Paralegal Business Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B3 (Lon)","40540","46200","Area Communication Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B3 (Nat)","38940","44050","Inclusion and Community Engagement Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B3 (Nat)","38940","44050","Operational Business Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level B3 (Nat)","38940","44050","Senior Business Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level D Admin (Nat)","51870","60550","Head of Business Centre","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level D Admin (Nat)","51870","60550","Senior Operational Business Manager","11.43","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Level E Admin (Nat)","68340","78450","Area Business Manager","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Paralegal Assistant (Nat)","21120","24430","Paralegal Assistant","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Principal Crown Advocate (CCD)","101800","122550","Principal Crown Advocate","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Principal Crown Advocate (Nat)","77750","84800","Principal Crown Advocate","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Senior Crown Advocate (Nat)","67740","72800","Senior Crown Advocate","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Senior Crown Prosecutor (Nat)","49050","56450","Senior Crown Advocate","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Specialist Prosecutor (Nat)","58030","68000","Specialist Prosecutor","<5","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","WEST MIDLANDS","CPS-G-003","Specialist Prosecutor (Nat)","58030","68000","Specialist Prosecutor","23.99","Government Legal Profession","West Midlands"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Associate Prosecutor (Nat)","31550","35000","Associate Prosecutor","12.34","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Associate Prosecutor 2 (Nat)","34980","38350","Associate Prosecutor 2","<5","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","B1 Solicitor Apprentice (Nat)","26900","28850","Paralegal Officer","<5","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Crown Advocate (Nat)","52980","60800","Crown Advocate","8.04","Government Legal Profession","Yorkshire and Humber"
"Attorney General's Office","Crown Prosecution Service","YORKSHIRE AND HUMBERSIDE","CPS-G-004","Crown Advocate ABP (Nat)","62030","65450","Crown Advocate","6","Government Legal Profession","Yorkshire and Humber"
